作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	7	2
2	0	9	9	9	3
3	0	7	7	5	2
4	0	0	0	9	2
5	0	0	0	8	2
6	7	2	9	9	6
7	7	1	8	6	8
8	7	7	14	7	5
9	8	1	9	10	5
10	9	6	15	9	4
11	9	6	15	10	7
12	9	8	17	5	7
13	14	5	19	8	2
14	14	2	16	5	7
15	14	3	17	6	2
16	15	8	23	10	6
17	16	8	24	7	1
18	16	4	20	8	7
19	17	9	26	6	1
20	17	10	27	5	6
21	17	1	18	9	6
22	18	8	26	10	1
23	18	2	20	6	1
24	19	7	26	8	5
25	19	10	29	5	4
26	19	7	26	8	4
27	20	2	22	7	1
28	20	7	27	6	5
29	26	8	34	5	6
30	26	3	29	8	6
31	26	9	35	5	2
32	26	4	30	10	5
33	26	7	33	9	8
34	27	7	34	8	7
35	27	8	35	10	4
36	27	4	31	6	3
37	27	8	35	7	3
38	29	7	36	5	1
39	30	2	32	10	8
40	30	4	34	10	1
41	31	4	35	6	8
42	32	9	41	6	6
43	33	8	41	5	6
44	34	6	40	8	7
45	34	4	38	7	6
46	34	10	44	10	8
47	35	9	44	10	5
48	35	9	44	8	7
49	38	4	42	5	2
50	41	10	51	6	8
51	41	9	50	10	4
52	44	2	46	7	2
53	44	8	52	6	6
54	46	9	55	9	3
55	50	5	55	8	3
56	51	4	55	9	3
57	52	4	56	9	1
58	55	3	58	5	6
59	55	5	60	7	4
60	56	5	61	10	3
