作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	10	3
2	0	8	8	7	7
3	0	3	3	5	2
4	0	0	0	5	8
5	0	0	0	9	2
6	3	8	11	10	3
7	3	6	9	10	3
8	3	9	12	5	4
9	8	4	12	5	4
10	8	9	17	6	4
11	8	2	10	7	8
12	8	10	18	9	6
13	8	3	11	10	6
14	9	4	13	10	1
15	10	3	13	7	8
16	11	8	19	5	8
17	12	1	13	7	5
18	12	8	20	10	7
19	12	5	17	8	4
20	13	10	23	6	6
21	13	5	18	6	4
22	13	3	16	6	2
23	13	2	15	10	5
24	15	6	21	7	4
25	16	2	18	10	2
26	17	4	21	6	8
27	18	9	27	10	6
28	18	3	21	10	6
29	19	2	21	10	3
30	19	4	23	6	6
31	20	9	29	5	1
32	21	10	31	9	1
33	21	1	22	6	8
34	21	7	28	10	4
35	21	9	30	7	1
36	21	9	30	10	6
37	21	2	23	6	4
38	23	5	28	9	7
39	23	2	25	8	2
40	25	8	33	10	2
41	28	7	35	8	5
42	28	2	30	5	6
43	29	6	35	9	4
44	29	4	33	9	3
45	30	7	37	10	6
46	30	2	32	7	6
47	30	5	35	7	7
48	30	5	35	7	2
49	31	3	34	7	1
50	33	5	38	6	3
51	34	9	43	7	4
52	35	3	38	9	4
53	35	8	43	5	2
54	37	3	40	8	7
55	38	4	42	10	1
56	38	7	45	9	6
57	38	7	45	10	7
58	42	7	49	7	6
59	45	1	46	5	4
60	45	10	55	6	3
