作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	7
2	0	10	10	8	7
3	0	1	1	7	4
4	0	0	0	9	7
5	0	0	0	5	6
6	1	2	3	5	5
7	1	5	6	6	1
8	3	3	6	6	6
9	6	7	13	9	7
10	6	1	7	6	6
11	6	1	7	6	3
12	6	9	15	8	3
13	6	2	8	10	1
14	7	1	8	10	5
15	7	7	14	6	6
16	8	10	18	7	5
17	10	10	20	10	6
18	10	5	15	6	5
19	15	10	25	6	8
20	15	5	20	5	8
21	15	6	21	10	4
22	15	9	24	6	1
23	20	8	28	5	2
24	20	10	30	7	8
25	21	6	27	8	1
26	21	10	31	5	4
27	24	9	33	6	1
28	24	7	31	7	6
29	25	10	35	6	8
30	27	2	29	7	4
31	29	10	39	10	7
32	30	6	36	7	1
33	31	4	35	5	4
34	31	10	41	5	4
35	31	7	38	7	6
36	31	9	40	8	3
37	35	9	44	9	8
38	36	1	37	7	8
39	37	9	46	6	2
40	38	10	48	5	4
41	39	2	41	6	1
42	41	1	42	6	7
43	41	2	43	8	8
44	41	4	45	7	4
45	42	4	46	5	2
46	43	2	45	8	3
47	45	7	52	7	6
48	45	9	54	8	2
49	45	2	47	9	8
50	46	1	47	5	6
51	47	6	53	9	5
52	48	6	54	9	6
53	48	7	55	9	2
54	52	7	59	6	2
55	53	7	60	7	3
56	54	5	59	9	2
57	55	8	63	7	7
58	55	4	59	8	4
59	59	3	62	9	1
60	59	7	66	10	4
