作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	5	1
2	0	1	1	10	5
3	0	2	2	9	3
4	0	0	0	5	4
5	0	0	0	10	8
6	1	3	4	6	7
7	2	1	3	6	5
8	2	8	10	8	3
9	2	9	11	10	4
10	4	10	14	9	5
11	4	4	8	10	7
12	8	8	16	5	8
13	10	1	11	7	5
14	11	6	17	8	4
15	11	2	13	9	6
16	11	2	13	9	2
17	13	3	16	5	1
18	13	3	16	5	7
19	13	4	17	7	2
20	13	1	14	8	7
21	14	6	20	6	4
22	14	5	19	10	2
23	16	1	17	9	7
24	16	10	26	7	1
25	17	10	27	7	2
26	17	5	22	10	1
27	20	9	29	5	2
28	20	5	25	6	1
29	20	3	23	8	2
30	22	3	25	10	3
31	22	1	23	10	3
32	22	5	27	5	4
33	23	6	29	5	7
34	25	4	29	7	3
35	26	6	32	6	4
36	27	3	30	10	3
37	27	1	28	5	1
38	28	1	29	8	3
39	29	4	33	10	6
40	29	3	32	10	3
41	29	5	34	5	4
42	30	6	36	6	4
43	32	9	41	6	6
44	33	3	36	10	5
45	36	5	41	8	1
46	36	1	37	9	7
47	36	3	39	10	1
48	37	6	43	8	3
49	39	8	47	5	7
50	41	2	43	9	2
51	41	8	49	8	4
52	41	8	49	10	8
53	43	9	52	5	2
54	43	5	48	5	7
55	47	3	50	7	6
56	47	8	55	6	5
57	50	2	52	7	3
58	52	5	57	6	4
59	52	3	55	6	4
60	52	2	54	7	4
