作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	8
2	0	3	3	7	6
3	0	5	5	9	7
4	0	0	0	8	4
5	0	0	0	9	6
6	3	7	10	8	6
7	3	10	13	7	5
8	3	7	10	10	7
9	5	7	12	10	2
10	5	5	10	8	6
11	5	3	8	8	6
12	8	1	9	7	3
13	10	8	18	6	5
14	10	5	15	5	7
15	10	1	11	9	5
16	10	8	18	10	5
17	10	10	20	10	3
18	10	8	18	10	3
19	13	1	14	8	2
20	13	6	19	9	2
21	18	2	20	5	7
22	18	3	21	7	8
23	18	4	22	6	8
24	18	10	28	7	7
25	18	2	20	7	5
26	19	1	20	7	3
27	20	10	30	9	3
28	20	10	30	7	6
29	20	8	28	6	4
30	20	1	21	8	8
31	20	6	26	7	8
32	21	7	28	10	8
33	21	4	25	9	2
34	22	9	31	9	2
35	26	8	34	10	1
36	28	1	29	8	6
37	28	7	35	10	6
38	28	6	34	8	7
39	29	1	30	10	5
40	30	7	37	6	4
41	30	9	39	7	4
42	30	4	34	5	4
43	31	8	39	5	4
44	34	8	42	8	6
45	34	9	43	10	2
46	35	9	44	10	4
47	39	7	46	8	6
48	39	10	49	7	7
49	39	4	43	5	2
50	43	10	53	6	2
51	43	2	45	5	2
52	44	3	47	9	4
53	45	2	47	9	7
54	45	7	52	7	6
55	47	10	57	5	8
56	49	4	53	8	8
57	52	2	54	9	7
58	52	8	60	8	1
59	53	9	62	9	7
60	57	1	58	5	4
