作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	6	3
2	0	2	2	6	2
3	0	6	6	7	8
4	0	0	0	5	4
5	0	0	0	10	6
6	2	8	10	6	4
7	6	4	10	8	2
8	6	7	13	9	5
9	8	9	17	6	6
10	8	9	17	10	5
11	10	1	11	10	5
12	11	1	12	6	1
13	11	3	14	7	4
14	12	1	13	6	6
15	13	6	19	10	7
16	13	10	23	8	1
17	13	5	18	8	2
18	17	3	20	5	3
19	17	3	20	6	2
20	18	4	22	7	5
21	18	4	22	5	2
22	19	10	29	7	7
23	20	1	21	9	5
24	20	1	21	5	2
25	21	1	22	10	1
26	22	4	26	8	6
27	22	9	31	9	3
28	22	5	27	6	3
29	22	9	31	10	1
30	23	3	26	8	7
31	26	9	35	5	6
32	27	1	28	9	2
33	29	6	35	9	7
34	29	4	33	8	1
35	29	8	37	7	3
36	31	6	37	7	5
37	31	5	36	6	6
38	31	6	37	8	5
39	33	8	41	9	2
40	35	9	44	8	7
41	35	5	40	8	3
42	36	7	43	10	2
43	37	2	39	7	3
44	37	6	43	7	2
45	41	6	47	10	3
46	43	1	44	6	1
47	43	7	50	10	5
48	44	5	49	5	6
49	44	2	46	5	7
50	44	5	49	9	5
51	46	5	51	8	7
52	47	2	49	8	7
53	49	2	51	6	4
54	49	7	56	6	8
55	49	7	56	9	1
56	49	6	55	6	1
57	50	4	54	6	2
58	51	10	61	5	3
59	54	7	61	7	8
60	55	7	62	7	4
