作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	6	1
2	0	9	9	5	1
3	0	6	6	7	2
4	0	0	0	7	4
5	0	0	0	5	6
6	6	3	9	5	1
7	6	3	9	9	6
8	6	4	10	10	1
9	9	1	10	7	2
10	9	9	18	9	3
11	9	1	10	10	5
12	10	3	13	10	8
13	10	7	17	8	8
14	10	1	11	7	2
15	10	4	14	7	3
16	10	3	13	6	5
17	11	5	16	7	6
18	13	10	23	10	7
19	13	6	19	8	6
20	13	4	17	8	7
21	14	8	22	10	1
22	14	7	21	7	3
23	17	7	24	10	1
24	17	8	25	8	5
25	18	6	24	9	2
26	21	1	22	7	8
27	22	4	26	6	7
28	22	5	27	6	4
29	23	7	30	6	3
30	24	1	25	9	1
31	24	8	32	10	1
32	24	10	34	6	2
33	24	9	33	9	5
34	25	7	32	6	5
35	25	9	34	5	8
36	30	5	35	7	3
37	30	3	33	9	6
38	32	8	40	9	6
39	32	6	38	7	5
40	33	5	38	10	7
41	33	3	36	9	8
42	34	3	37	8	2
43	34	5	39	5	4
44	35	10	45	7	4
45	36	7	43	8	1
46	37	2	39	7	5
47	38	2	40	5	5
48	39	3	42	5	4
49	39	5	44	5	6
50	40	8	48	6	8
51	40	4	44	7	4
52	42	7	49	5	5
53	43	10	53	7	4
54	44	10	54	5	7
55	44	5	49	9	5
56	45	9	54	10	6
57	49	9	58	5	3
58	54	7	61	7	6
59	54	1	55	8	6
60	54	2	56	7	7
