作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	5	7
2	0	3	3	5	1
3	0	2	2	9	1
4	0	0	0	5	3
5	0	0	0	5	3
6	2	3	5	10	5
7	2	4	6	6	8
8	3	9	12	8	1
9	3	9	12	8	8
10	5	10	15	7	7
11	6	4	10	8	6
12	7	2	9	6	5
13	7	9	16	6	8
14	7	7	14	5	1
15	12	1	13	7	3
16	12	10	22	10	3
17	12	1	13	10	2
18	13	9	22	5	5
19	13	4	17	7	8
20	13	1	14	9	8
21	13	2	15	8	2
22	14	6	20	6	3
23	15	8	23	10	1
24	15	7	22	9	1
25	15	4	19	6	5
26	16	4	20	8	4
27	19	1	20	6	4
28	19	6	25	6	5
29	22	1	23	10	5
30	22	9	31	9	2
31	22	5	27	5	6
32	23	9	32	10	8
33	23	8	31	9	7
34	23	10	33	10	7
35	25	1	26	10	6
36	26	2	28	7	5
37	27	2	29	5	6
38	27	5	32	5	1
39	29	8	37	7	3
40	31	3	34	5	2
41	31	7	38	7	2
42	32	7	39	5	5
43	32	1	33	9	1
44	33	6	39	10	4
45	33	4	37	7	4
46	33	5	38	5	5
47	37	9	46	5	3
48	37	4	41	5	1
49	39	4	43	7	6
50	39	5	44	6	4
51	43	7	50	5	1
52	43	1	44	9	1
53	44	6	50	5	6
54	44	7	51	7	8
55	50	1	51	7	2
56	51	3	54	6	7
57	51	2	53	5	6
58	51	9	60	6	5
59	53	6	59	9	5
60	60	3	63	5	7
