作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	10	5
2	0	8	8	8	2
3	0	7	7	6	7
4	0	0	0	8	2
5	0	0	0	6	8
6	2	1	3	10	4
7	2	5	7	6	6
8	2	1	3	7	3
9	3	9	12	10	1
10	3	10	13	7	1
11	7	10	17	6	5
12	7	8	15	7	1
13	8	6	14	6	1
14	8	5	13	9	8
15	8	5	13	6	3
16	12	1	13	7	1
17	12	7	19	7	4
18	12	6	18	7	4
19	13	6	19	10	4
20	13	8	21	7	5
21	13	3	16	9	7
22	13	7	20	9	8
23	13	1	14	6	1
24	13	5	18	9	8
25	13	8	21	10	4
26	14	3	17	9	1
27	15	5	20	10	6
28	17	10	27	6	5
29	17	10	27	9	7
30	18	1	19	8	4
31	19	6	25	7	3
32	19	4	23	9	3
33	20	7	27	5	1
34	20	9	29	6	4
35	21	3	24	10	7
36	21	10	31	5	8
37	21	4	25	8	4
38	21	7	28	9	5
39	25	1	26	6	3
40	25	7	32	9	4
41	27	6	33	6	4
42	27	10	37	7	3
43	27	1	28	6	2
44	28	4	32	7	6
45	28	4	32	5	8
46	29	3	32	9	6
47	32	5	37	10	5
48	32	3	35	7	2
49	32	10	42	6	5
50	32	7	39	10	6
51	32	3	35	9	7
52	32	8	40	8	8
53	32	2	34	10	8
54	32	3	35	5	3
55	34	5	39	9	4
56	35	5	40	8	1
57	39	5	44	9	4
58	40	1	41	5	1
59	40	1	41	10	1
60	42	3	45	9	5
