作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	7	1
2	0	4	4	10	6
3	0	9	9	10	8
4	0	0	0	10	7
5	0	0	0	5	7
6	3	5	8	7	5
7	3	9	12	9	3
8	3	10	13	7	3
9	4	6	10	7	8
10	4	8	12	8	1
11	4	2	6	6	3
12	6	7	13	10	1
13	6	6	12	9	7
14	9	3	12	7	2
15	9	7	16	5	5
16	9	6	15	9	3
17	10	3	13	6	6
18	10	3	13	9	4
19	12	10	22	8	3
20	13	2	15	8	7
21	13	3	16	6	3
22	13	3	16	5	2
23	13	9	22	7	1
24	15	4	19	6	2
25	15	7	22	6	3
26	15	9	24	9	2
27	15	4	19	9	3
28	16	8	24	10	2
29	16	5	21	9	3
30	19	1	20	5	1
31	19	6	25	7	5
32	21	6	27	9	4
33	22	6	28	10	6
34	22	1	23	6	6
35	22	3	25	8	4
36	24	2	26	7	2
37	24	8	32	8	5
38	24	1	25	5	2
39	24	3	27	10	1
40	25	8	33	7	7
41	25	3	28	5	6
42	25	3	28	7	2
43	25	9	34	8	7
44	27	4	31	10	5
45	27	4	31	8	8
46	27	4	31	7	4
47	28	4	32	9	4
48	28	9	37	10	8
49	31	5	36	7	7
50	31	6	37	6	4
51	32	8	40	10	7
52	32	10	42	9	7
53	36	5	41	9	1
54	37	6	43	9	2
55	40	10	50	5	4
56	41	5	46	7	7
57	42	8	50	9	8
58	43	7	50	8	4
59	46	5	51	10	3
60	50	6	56	5	8
