作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	6	7
2	0	7	7	8	6
3	0	0	0	5	6
4	0	0	0	8	2
5	1	5	6	6	7
6	6	6	12	6	5
7	6	1	7	8	5
8	7	8	15	7	7
9	7	8	15	6	1
10	12	6	18	5	4
11	12	9	21	6	2
12	15	4	19	7	8
13	15	1	16	10	6
14	18	2	20	6	7
15	19	1	20	5	8
16	19	3	22	8	8
17	20	1	21	7	7
18	21	4	25	6	7
19	22	7	29	5	5
20	22	4	26	9	4
21	25	7	32	6	3
22	25	6	31	8	6
23	29	3	32	10	1
24	31	4	35	9	8
25	32	10	42	7	6
26	32	8	40	7	4
27	32	9	41	9	6
28	35	5	40	8	7
29	40	2	42	6	3
30	41	2	43	9	7
31	42	4	46	9	3
32	43	2	45	9	5
33	43	7	50	5	3
34	43	3	46	5	4
35	46	9	55	8	7
36	46	6	52	10	7
37	50	10	60	8	6
38	50	10	60	10	7
39	55	6	61	6	5
40	60	5	65	10	4
41	60	7	67	5	8
42	60	6	66	7	6
43	61	1	62	8	6
44	62	10	72	5	7
45	66	7	73	6	5
46	67	7	74	7	8
47	72	8	80	9	3
48	73	6	79	7	5
49	74	8	82	5	5
50	79	7	86	10	3
51	80	1	81	9	4
52	82	4	86	10	1
53	82	1	83	8	5
54	83	8	91	5	6
55	86	9	95	10	8
56	86	8	94	10	1
57	91	5	96	5	7
58	94	1	95	6	7
59	95	9	104	6	2
60	95	5	100	9	8
