作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	3
2	0	1	1	8	1
3	0	0	0	6	2
4	0	0	0	6	5
5	1	3	4	10	4
6	4	1	5	8	6
7	5	4	9	8	1
8	5	4	9	6	1
9	5	2	7	9	1
10	5	10	15	6	6
11	5	5	10	5	3
12	9	5	14	8	8
13	10	5	15	9	3
14	14	6	20	5	1
15	15	9	24	8	2
16	15	9	24	10	6
17	24	9	33	10	8
18	24	3	27	7	4
19	24	6	30	10	1
20	24	8	32	5	5
21	30	6	36	5	8
22	30	1	31	5	6
23	33	3	36	8	7
24	33	3	36	9	2
25	33	10	43	7	8
26	33	10	43	8	6
27	36	3	39	7	3
28	36	10	46	6	6
29	43	1	44	7	7
30	46	3	49	7	3
31	46	6	52	8	2
32	46	5	51	10	8
33	46	7	53	9	2
34	51	10	61	5	6
35	51	1	52	9	2
36	52	8	60	5	3
37	52	4	56	8	2
38	53	10	63	7	3
39	53	9	62	9	3
40	60	6	66	9	7
41	63	10	73	6	5
42	63	5	68	9	2
43	68	3	71	6	8
44	68	6	74	7	5
45	73	9	82	5	2
46	74	8	82	8	5
47	74	6	80	5	5
48	82	2	84	7	7
49	82	7	89	9	1
50	84	1	85	5	8
51	85	1	86	5	8
52	86	3	89	6	5
53	89	8	97	8	2
54	89	8	97	8	3
55	89	4	93	6	1
56	93	10	103	5	8
57	97	9	106	9	5
58	97	8	105	10	7
59	105	1	106	5	4
60	106	9	115	5	1
