作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	4
2	0	7	7	9	3
3	0	5	5	7	8
4	0	0	0	10	7
5	0	0	0	10	6
6	5	7	12	6	1
7	7	6	13	5	2
8	7	1	8	6	6
9	7	4	11	8	1
10	8	5	13	5	1
11	8	4	12	10	3
12	8	8	16	6	1
13	8	1	9	6	8
14	8	9	17	10	2
15	11	10	21	6	2
16	12	5	17	7	4
17	12	3	15	7	6
18	12	3	15	6	3
19	15	4	19	5	4
20	15	7	22	10	6
21	15	1	16	5	3
22	15	7	22	8	1
23	16	5	21	9	4
24	16	5	21	9	7
25	17	4	21	6	7
26	17	4	21	10	3
27	17	8	25	6	7
28	19	9	28	8	3
29	19	5	24	5	5
30	19	8	27	8	7
31	21	8	29	10	2
32	21	9	30	7	7
33	21	4	25	9	4
34	21	9	30	10	5
35	21	10	31	7	7
36	21	6	27	10	7
37	22	8	30	6	7
38	22	1	23	6	7
39	22	9	31	7	7
40	23	7	30	6	6
41	25	5	30	7	4
42	27	2	29	5	1
43	29	9	38	8	8
44	30	10	40	7	4
45	30	2	32	9	1
46	31	7	38	7	6
47	31	10	41	5	2
48	31	9	40	6	6
49	32	8	40	9	3
50	38	7	45	9	2
51	40	7	47	10	2
52	40	9	49	7	7
53	41	6	47	7	4
54	41	10	51	8	1
55	45	9	54	5	4
56	47	4	51	6	6
57	49	3	52	8	3
58	51	10	61	9	2
59	52	2	54	9	8
60	54	1	55	9	4
