作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	4
2	0	2	2	9	5
3	0	3	3	10	1
4	0	0	0	8	3
5	0	0	0	10	4
6	2	1	3	10	3
7	2	5	7	9	7
8	3	2	5	7	4
9	3	1	4	6	4
10	5	1	6	8	6
11	5	2	7	8	2
12	6	2	8	10	1
13	7	10	17	7	6
14	7	4	11	8	3
15	7	6	13	6	6
16	11	3	14	5	5
17	11	6	17	8	6
18	13	6	19	5	8
19	14	4	18	8	6
20	17	3	20	10	6
21	17	3	20	5	1
22	17	9	26	9	6
23	18	10	28	6	6
24	20	9	29	6	6
25	26	4	30	7	8
26	28	10	38	10	6
27	29	1	30	7	6
28	30	3	33	10	4
29	33	9	42	8	5
30	33	8	41	8	1
31	38	5	43	9	5
32	41	9	50	5	7
33	43	10	53	6	3
34	50	9	59	6	1
35	53	5	58	7	7
36	53	9	62	10	6
37	59	3	62	9	5
38	59	8	67	5	5
39	62	1	63	6	8
40	63	5	68	6	3
41	67	6	73	5	6
42	67	1	68	7	6
43	68	5	73	8	5
44	68	1	69	6	4
45	69	10	79	5	2
46	69	2	71	6	5
47	71	8	79	5	5
48	73	7	80	7	3
49	79	10	89	8	2
50	79	6	85	7	4
51	80	2	82	8	2
52	82	9	91	8	4
53	82	7	89	9	6
54	85	6	91	10	4
55	89	7	96	6	8
56	91	6	97	6	8
57	91	4	95	9	3
58	91	9	100	7	8
59	97	3	100	7	8
60	100	1	101	9	5
