作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	7	2
2	0	9	9	6	3
3	0	10	10	5	8
4	0	0	0	7	5
5	0	0	0	8	8
6	4	1	5	7	6
7	5	6	11	9	7
8	9	7	16	5	6
9	10	1	11	10	7
10	10	8	18	10	7
11	16	2	18	9	4
12	18	6	24	7	6
13	18	5	23	9	6
14	23	1	24	7	1
15	23	1	24	7	6
16	23	1	24	5	5
17	23	2	25	5	7
18	24	7	31	10	5
19	24	4	28	9	3
20	24	5	29	9	6
21	24	1	25	8	1
22	25	7	32	5	7
23	25	3	28	6	8
24	28	4	32	7	6
25	29	3	32	7	7
26	29	5	34	7	6
27	31	7	38	6	6
28	32	5	37	7	7
29	32	7	39	10	7
30	32	3	35	6	5
31	32	8	40	6	8
32	32	8	40	8	6
33	34	7	41	8	8
34	35	8	43	8	5
35	38	4	42	9	2
36	38	9	47	5	6
37	40	10	50	5	2
38	42	10	52	10	8
39	42	2	44	8	1
40	47	6	53	7	5
41	47	6	53	8	8
42	52	7	59	6	4
43	53	6	59	6	7
44	53	8	61	8	3
45	53	9	62	6	3
46	59	10	69	8	2
47	59	10	69	7	3
48	62	9	71	9	6
49	62	5	67	6	7
50	67	6	73	6	1
51	69	1	70	5	6
52	69	9	78	5	3
53	71	7	78	8	6
54	78	2	80	9	2
55	78	3	81	10	3
56	78	8	86	6	4
57	80	1	81	5	3
58	81	5	86	7	3
59	81	5	86	7	7
60	86	2	88	9	6
