作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	8	7
2	0	8	8	7	3
3	0	0	0	7	5
4	0	0	0	9	4
5	8	2	10	8	5
6	8	6	14	8	6
7	8	5	13	7	1
8	13	3	16	6	2
9	13	7	20	8	3
10	13	8	21	5	2
11	16	7	23	7	7
12	20	8	28	6	4
13	23	7	30	9	1
14	23	7	30	10	7
15	28	4	32	10	5
16	28	7	35	10	5
17	28	3	31	9	8
18	30	2	32	6	3
19	30	3	33	10	4
20	30	10	40	5	6
21	30	6	36	7	1
22	32	2	34	9	6
23	33	8	41	9	3
24	35	7	42	7	3
25	35	7	42	10	7
26	36	3	39	7	4
27	39	5	44	7	1
28	39	9	48	7	7
29	39	1	40	5	1
30	40	8	48	10	4
31	40	3	43	8	5
32	40	6	46	9	1
33	42	1	43	10	1
34	42	3	45	6	6
35	43	1	44	10	2
36	44	2	46	7	8
37	45	10	55	5	8
38	45	4	49	7	8
39	46	3	49	9	6
40	46	7	53	7	8
41	48	1	49	7	4
42	48	5	53	9	1
43	49	7	56	5	5
44	49	1	50	8	7
45	49	3	52	10	8
46	52	9	61	6	2
47	53	8	61	10	5
48	53	2	55	7	4
49	55	1	56	5	3
50	55	6	61	7	6
51	56	2	58	10	1
52	61	5	66	10	2
53	61	5	66	5	8
54	61	8	69	10	4
55	66	7	73	6	4
56	66	2	68	7	6
57	68	9	77	5	1
58	69	5	74	5	4
59	69	5	74	7	5
60	74	5	79	10	2
