作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	7	1
2	0	4	4	8	4
3	0	10	10	7	5
4	0	0	0	9	6
5	0	0	0	9	8
6	3	2	5	7	5
7	4	8	12	5	1
8	4	5	9	8	8
9	4	10	14	9	4
10	9	10	19	5	6
11	10	1	11	8	5
12	12	7	19	8	6
13	12	3	15	9	4
14	12	2	14	5	4
15	14	9	23	9	2
16	14	8	22	6	2
17	15	1	16	7	5
18	16	8	24	6	1
19	16	1	17	5	6
20	17	5	22	6	8
21	19	6	25	8	3
22	19	1	20	5	2
23	19	7	26	5	8
24	20	8	28	8	7
25	20	8	28	10	6
26	22	2	24	8	2
27	23	9	32	6	3
28	23	6	29	8	7
29	23	3	26	9	7
30	24	10	34	9	2
31	26	8	34	8	8
32	26	4	30	6	5
33	28	4	32	6	5
34	28	10	38	9	7
35	30	9	39	8	8
36	32	2	34	6	8
37	32	5	37	8	7
38	34	8	42	5	7
39	34	6	40	8	3
40	34	4	38	7	6
41	38	3	41	10	8
42	38	10	48	6	3
43	38	5	43	8	5
44	39	3	42	7	8
45	39	2	41	7	5
46	40	2	42	10	4
47	42	3	45	5	8
48	42	5	47	8	3
49	42	3	45	10	8
50	42	3	45	9	5
51	43	9	52	6	2
52	45	5	50	5	5
53	45	3	48	10	8
54	47	5	52	9	6
55	48	10	58	9	3
56	50	10	60	6	2
57	52	1	53	9	2
58	52	5	57	5	7
59	53	6	59	6	2
60	58	9	67	10	6
