作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	7
2	0	3	3	9	5
3	0	5	5	7	4
4	0	0	0	10	6
5	0	0	0	5	2
6	3	9	12	6	2
7	3	7	10	10	5
8	5	7	12	9	1
9	5	2	7	10	5
10	10	3	13	6	3
11	10	9	19	8	8
12	10	7	17	7	8
13	12	2	14	5	5
14	12	8	20	9	8
15	14	8	22	6	2
16	17	6	23	5	2
17	19	6	25	7	4
18	20	6	26	8	2
19	22	7	29	6	5
20	23	1	24	8	5
21	25	10	35	6	5
22	26	8	34	10	3
23	26	6	32	5	3
24	29	4	33	7	5
25	29	6	35	9	6
26	32	9	41	5	8
27	32	7	39	7	6
28	34	5	39	6	7
29	35	2	37	5	8
30	37	5	42	7	2
31	39	8	47	10	4
32	39	10	49	10	6
33	41	7	48	5	8
34	42	7	49	6	6
35	47	7	54	8	7
36	47	6	53	6	2
37	48	9	57	9	3
38	49	10	59	9	7
39	49	10	59	10	2
40	53	2	55	7	2
41	54	6	60	8	5
42	55	5	60	7	1
43	57	2	59	5	3
44	59	6	65	5	3
45	59	6	65	10	5
46	59	2	61	7	5
47	60	10	70	6	1
48	61	10	71	8	1
49	65	9	74	7	4
50	65	8	73	6	1
51	65	7	72	6	4
52	70	9	79	5	5
53	71	8	79	9	5
54	73	1	74	10	7
55	74	7	81	5	6
56	74	3	77	5	1
57	74	4	78	9	8
58	77	5	82	10	7
59	78	7	85	6	7
60	79	10	89	9	6
