作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	10	3
2	0	3	3	9	1
3	0	0	0	6	1
4	0	0	0	10	5
5	1	7	8	10	8
6	3	8	11	5	6
7	3	7	10	5	4
8	8	7	15	6	7
9	11	1	12	7	7
10	11	3	14	9	2
11	14	2	16	5	4
12	14	6	20	5	4
13	15	7	22	7	5
14	20	2	22	8	7
15	20	7	27	10	8
16	22	6	28	5	3
17	22	8	30	8	2
18	27	7	34	9	3
19	28	1	29	5	7
20	30	3	33	6	7
21	30	1	31	10	5
22	33	8	41	5	8
23	33	5	38	5	3
24	34	3	37	6	7
25	34	8	42	7	5
26	38	9	47	8	4
27	41	3	44	5	3
28	42	9	51	6	5
29	44	8	52	10	4
30	47	3	50	9	2
31	50	1	51	10	4
32	51	6	57	10	8
33	51	5	56	8	6
34	52	7	59	9	8
35	57	10	67	5	7
36	59	1	60	9	4
37	59	1	60	10	5
38	60	7	67	8	2
39	60	10	70	6	1
40	60	9	69	7	6
41	67	9	76	8	4
42	67	4	71	7	1
43	69	7	76	8	5
44	71	1	72	5	7
45	72	4	76	5	2
46	72	3	75	9	2
47	76	2	78	5	7
48	76	8	84	8	7
49	76	6	82	5	7
50	78	3	81	9	3
51	81	10	91	5	2
52	82	2	84	7	4
53	84	2	86	9	1
54	86	10	96	7	1
55	91	7	98	10	7
56	91	7	98	6	1
57	96	7	103	9	3
58	98	10	108	9	3
59	98	2	100	8	8
60	98	3	101	5	4
