作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	6	2
2	0	1	1	9	8
3	0	1	1	7	5
4	0	0	0	5	8
5	0	0	0	9	7
6	1	2	3	6	1
7	1	9	10	8	3
8	1	3	4	10	6
9	1	6	7	9	4
10	1	3	4	7	7
11	3	1	4	10	4
12	3	9	12	10	1
13	3	6	9	8	8
14	3	9	12	7	7
15	4	4	8	8	6
16	7	5	12	7	4
17	7	2	9	9	7
18	7	9	16	5	5
19	8	4	12	5	7
20	8	5	13	10	3
21	12	6	18	9	2
22	12	9	21	5	5
23	12	6	18	7	2
24	12	2	14	7	3
25	12	8	20	7	2
26	13	4	17	9	6
27	14	1	15	6	5
28	16	4	20	6	3
29	16	2	18	10	2
30	16	8	24	10	6
31	17	1	18	7	6
32	18	7	25	6	4
33	18	1	19	8	4
34	18	7	25	8	3
35	20	4	24	8	8
36	21	10	31	6	2
37	24	7	31	10	4
38	24	3	27	9	2
39	25	8	33	5	3
40	25	10	35	8	6
41	25	2	27	6	3
42	31	10	41	6	3
43	31	6	37	8	8
44	31	3	34	8	7
45	33	9	42	6	4
46	34	1	35	9	8
47	34	1	35	7	4
48	35	10	45	9	2
49	35	10	45	7	3
50	37	4	41	8	6
51	37	2	39	9	1
52	37	2	39	8	4
53	41	2	43	7	3
54	41	4	45	8	3
55	42	10	52	8	1
56	45	10	55	5	8
57	45	1	46	5	3
58	45	7	52	7	6
59	52	9	61	5	1
60	52	8	60	9	2
