作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	1
2	0	8	8	9	6
3	0	10	10	8	1
4	0	0	0	10	7
5	0	0	0	8	2
6	7	6	13	6	3
7	7	2	9	7	5
8	9	3	12	5	6
9	10	1	11	8	7
10	10	3	13	9	2
11	12	9	21	9	7
12	13	4	17	8	1
13	13	8	21	8	4
14	13	4	17	5	7
15	17	3	20	10	2
16	17	10	27	5	2
17	20	1	21	6	4
18	20	10	30	7	2
19	21	6	27	9	2
20	21	6	27	6	8
21	27	4	31	9	4
22	27	3	30	9	7
23	27	9	36	6	4
24	30	10	40	9	2
25	31	7	38	8	6
26	36	8	44	6	7
27	36	5	41	6	4
28	41	2	43	6	8
29	43	1	44	5	7
30	43	1	44	7	3
31	44	6	50	9	6
32	44	3	47	6	7
33	44	1	45	6	4
34	44	9	53	6	8
35	45	1	46	7	3
36	46	7	53	5	8
37	47	5	52	10	6
38	50	10	60	5	3
39	52	2	54	7	1
40	53	8	61	6	1
41	53	6	59	5	4
42	54	9	63	8	3
43	60	6	66	10	2
44	60	7	67	5	5
45	63	10	73	10	4
46	66	6	72	5	5
47	66	5	71	7	4
48	67	9	76	9	5
49	71	2	73	8	8
50	72	10	82	5	2
51	73	10	83	10	3
52	73	6	79	6	4
53	76	5	81	9	5
54	81	7	88	8	5
55	82	6	88	10	7
56	83	9	92	7	2
57	88	2	90	5	1
58	88	8	96	8	1
59	88	7	95	6	3
60	90	9	99	8	1
