作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	10	8
2	0	6	6	7	3
3	0	7	7	6	2
4	0	0	0	7	4
5	0	0	0	5	2
6	1	5	6	8	5
7	6	10	16	6	7
8	6	6	12	5	3
9	6	8	14	8	4
10	7	1	8	5	3
11	12	6	18	8	6
12	12	4	16	6	7
13	12	3	15	9	8
14	14	1	15	6	4
15	14	3	17	6	6
16	14	1	15	8	6
17	15	9	24	6	3
18	15	1	16	9	7
19	15	8	23	10	7
20	16	7	23	10	1
21	16	6	22	8	6
22	16	8	24	8	8
23	16	6	22	6	3
24	16	1	17	8	7
25	17	2	19	9	2
26	18	5	23	6	8
27	19	5	24	5	2
28	22	5	27	6	4
29	23	7	30	5	2
30	23	7	30	7	4
31	23	9	32	5	7
32	24	2	26	10	6
33	24	6	30	5	3
34	27	5	32	8	3
35	27	5	32	8	4
36	27	1	28	8	3
37	30	6	36	6	5
38	30	9	39	5	4
39	30	8	38	5	6
40	30	8	38	9	7
41	32	1	33	10	8
42	32	3	35	10	1
43	33	10	43	8	2
44	35	4	39	6	3
45	38	6	44	7	7
46	39	6	45	9	5
47	39	7	46	8	4
48	43	1	44	8	2
49	43	8	51	5	8
50	44	9	53	7	3
51	44	5	49	7	8
52	46	4	50	8	2
53	46	1	47	7	4
54	47	4	51	10	5
55	49	9	58	7	6
56	50	6	56	5	5
57	51	5	56	9	2
58	51	8	59	10	5
59	56	1	57	9	8
60	59	3	62	9	6
