作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	7	7
2	0	3	3	9	6
3	0	6	6	5	5
4	0	0	0	10	2
5	0	0	0	9	7
6	2	9	11	10	3
7	3	3	6	8	1
8	3	3	6	7	4
9	6	1	7	8	6
10	6	10	16	6	3
11	6	6	12	10	2
12	6	8	14	6	3
13	6	7	13	9	4
14	6	5	11	6	2
15	6	4	10	6	7
16	10	6	16	8	7
17	10	2	12	10	4
18	11	4	15	5	8
19	11	7	18	8	1
20	12	4	16	5	3
21	12	2	14	5	6
22	12	3	15	5	1
23	13	8	21	7	2
24	14	3	17	7	5
25	14	5	19	6	1
26	15	4	19	10	2
27	16	3	19	8	5
28	16	4	20	10	2
29	19	9	28	8	2
30	19	1	20	10	3
31	20	1	21	10	7
32	20	2	22	8	2
33	21	6	27	9	8
34	21	8	29	5	5
35	21	7	28	6	5
36	22	8	30	6	3
37	22	4	26	6	2
38	22	5	27	5	5
39	26	8	34	5	7
40	26	6	32	5	8
41	27	3	30	10	1
42	28	7	35	8	2
43	28	10	38	10	1
44	30	4	34	9	1
45	32	4	36	5	7
46	34	1	35	8	8
47	35	8	43	7	2
48	35	2	37	9	2
49	36	1	37	7	7
50	37	7	44	7	3
51	37	1	38	8	8
52	37	8	45	10	6
53	38	2	40	10	8
54	43	3	46	6	6
55	45	10	55	5	1
56	46	6	52	5	1
57	55	5	60	7	5
58	60	2	62	10	7
59	62	1	63	8	6
60	62	8	70	10	6
