作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	3
2	0	10	10	7	5
3	0	5	5	9	3
4	0	0	0	5	7
5	0	0	0	8	1
6	4	3	7	8	1
7	4	5	9	10	8
8	5	2	7	10	5
9	5	6	11	5	4
10	5	8	13	9	2
11	7	5	12	7	7
12	7	1	8	10	4
13	9	7	16	9	8
14	9	8	17	7	1
15	10	5	15	5	5
16	10	8	18	10	7
17	10	8	18	9	4
18	13	10	23	5	4
19	15	8	23	10	5
20	15	7	22	6	7
21	16	6	22	6	3
22	16	5	21	8	6
23	17	7	24	5	6
24	18	5	23	6	5
25	18	9	27	5	7
26	21	1	22	10	6
27	21	5	26	10	1
28	23	4	27	10	4
29	23	10	33	8	2
30	24	8	32	7	4
31	24	7	31	7	6
32	26	1	27	5	5
33	26	4	30	5	6
34	27	6	33	6	2
35	27	5	32	7	4
36	27	6	33	8	3
37	30	5	35	5	2
38	30	3	33	8	4
39	30	5	35	10	6
40	32	1	33	10	3
41	33	10	43	9	3
42	33	8	41	8	5
43	33	5	38	10	3
44	33	2	35	8	8
45	33	1	34	7	4
46	35	10	45	10	7
47	35	1	36	6	4
48	35	4	39	10	4
49	36	6	42	9	6
50	36	6	42	8	7
51	39	8	47	7	8
52	41	2	43	7	6
53	42	1	43	5	6
54	43	3	46	5	5
55	43	6	49	10	4
56	43	7	50	6	3
57	45	1	46	8	3
58	45	8	53	10	2
59	47	6	53	10	8
60	53	3	56	10	6
