作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	6	7
2	0	6	6	9	2
3	0	9	9	6	5
4	0	0	0	5	8
5	0	0	0	5	7
6	6	8	14	9	7
7	6	5	11	5	8
8	6	1	7	9	3
9	7	7	14	6	4
10	7	6	13	5	3
11	7	3	10	6	7
12	7	7	14	9	1
13	7	5	12	9	3
14	9	4	13	10	5
15	10	2	12	6	3
16	11	2	13	8	8
17	11	4	15	7	1
18	11	6	17	6	5
19	12	5	17	5	5
20	12	6	18	9	4
21	13	2	15	10	2
22	13	2	15	10	5
23	14	3	17	6	2
24	14	9	23	10	2
25	14	7	21	5	4
26	14	9	23	9	6
27	15	8	23	9	2
28	15	1	16	8	1
29	16	7	23	7	2
30	17	1	18	9	4
31	17	5	22	5	5
32	18	3	21	7	7
33	21	2	23	6	2
34	21	9	30	7	6
35	21	1	22	10	5
36	21	5	26	7	3
37	22	8	30	8	7
38	22	1	23	10	8
39	23	1	24	5	6
40	23	8	31	5	5
41	23	7	30	8	5
42	23	4	27	6	4
43	23	6	29	5	6
44	26	4	30	6	4
45	27	1	28	10	3
46	28	7	35	5	2
47	29	9	38	8	6
48	30	8	38	5	2
49	30	8	38	5	1
50	30	3	33	5	7
51	33	6	39	9	5
52	35	9	44	8	3
53	38	7	45	6	6
54	38	9	47	8	8
55	38	4	42	6	7
56	42	7	49	5	7
57	44	3	47	7	8
58	47	6	53	10	2
59	47	9	56	8	6
60	56	3	59	5	7
