作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	5	7
2	0	6	6	10	6
3	0	1	1	8	7
4	0	0	0	6	8
5	0	0	0	7	5
6	1	4	5	9	2
7	1	5	6	9	7
8	1	8	9	8	1
9	5	2	7	10	8
10	5	9	14	10	4
11	6	6	12	10	4
12	8	8	16	6	7
13	8	1	9	9	6
14	8	2	10	9	6
15	9	1	10	7	5
16	9	1	10	8	8
17	9	7	16	8	4
18	9	1	10	8	1
19	10	2	12	6	8
20	10	7	17	10	4
21	10	7	17	5	2
22	10	3	13	9	1
23	12	1	13	9	1
24	13	6	19	7	8
25	13	7	20	6	1
26	13	9	22	5	1
27	17	9	26	10	8
28	17	10	27	10	5
29	17	10	27	7	3
30	17	7	24	5	3
31	19	4	23	6	7
32	20	4	24	5	5
33	20	3	23	9	5
34	20	8	28	5	3
35	22	5	27	8	6
36	23	5	28	9	6
37	23	7	30	8	5
38	23	5	28	7	6
39	24	2	26	5	7
40	24	7	31	10	2
41	24	2	26	6	7
42	26	10	36	6	6
43	26	6	32	9	4
44	27	10	37	8	5
45	27	2	29	6	1
46	27	5	32	8	3
47	28	1	29	7	8
48	28	10	38	10	1
49	28	9	37	5	4
50	30	1	31	7	2
51	31	3	34	9	4
52	34	8	42	8	6
53	36	8	44	7	6
54	37	1	38	7	6
55	37	6	43	6	2
56	42	2	44	5	1
57	43	6	49	7	2
58	43	4	47	8	2
59	44	7	51	7	5
60	47	9	56	9	6
