作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	5	7
2	0	8	8	9	7
3	0	8	8	9	6
4	0	0	0	6	7
5	0	0	0	7	5
6	1	9	10	10	3
7	8	8	16	5	8
8	8	8	16	5	6
9	8	8	16	7	6
10	8	5	13	7	4
11	8	6	14	6	2
12	13	6	19	10	2
13	13	1	14	7	8
14	13	1	14	7	8
15	14	2	16	10	7
16	14	2	16	8	8
17	14	10	24	8	2
18	14	6	20	8	5
19	14	2	16	6	8
20	16	9	25	6	6
21	16	8	24	8	3
22	16	4	20	6	4
23	16	4	20	5	3
24	16	5	21	8	8
25	16	6	22	10	6
26	16	10	26	5	4
27	16	1	17	10	6
28	16	5	21	8	4
29	19	8	27	9	7
30	20	1	21	6	8
31	21	5	26	7	7
32	21	7	28	9	4
33	21	6	27	9	4
34	21	9	30	7	6
35	22	3	25	5	5
36	24	10	34	7	1
37	24	4	28	5	6
38	24	3	27	8	1
39	26	1	27	5	7
40	27	6	33	10	6
41	27	7	34	6	5
42	28	5	33	10	7
43	28	1	29	10	4
44	28	9	37	6	1
45	30	2	32	10	1
46	30	8	38	5	7
47	32	8	40	7	4
48	33	2	35	10	4
49	33	3	36	9	2
50	36	7	43	8	7
51	37	2	39	7	3
52	37	7	44	8	1
53	39	7	46	5	7
54	39	6	45	8	3
55	40	8	48	10	8
56	43	7	50	9	7
57	45	9	54	5	2
58	46	2	48	7	5
59	54	9	63	7	5
60	63	9	72	7	3
