作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	5	3
2	0	5	5	5	6
3	0	2	2	7	7
4	0	0	0	10	3
5	0	0	0	7	8
6	2	10	12	8	6
7	4	4	8	5	3
8	4	2	6	9	4
9	4	9	13	6	5
10	6	6	12	7	6
11	6	4	10	5	6
12	8	2	10	9	3
13	10	8	18	9	3
14	10	5	15	10	3
15	12	4	16	8	4
16	12	10	22	6	3
17	13	10	23	5	7
18	13	3	16	9	6
19	13	6	19	7	1
20	16	7	23	10	6
21	16	6	22	10	1
22	22	6	28	8	4
23	22	6	28	8	8
24	22	10	32	5	6
25	23	7	30	6	4
26	23	4	27	7	6
27	27	8	35	10	3
28	27	4	31	6	7
29	28	8	36	10	7
30	28	1	29	5	7
31	28	7	35	7	2
32	30	6	36	7	5
33	32	7	39	7	1
34	35	6	41	6	6
35	35	10	45	9	3
36	35	6	41	6	6
37	36	6	42	10	4
38	39	1	40	9	3
39	40	3	43	9	5
40	40	8	48	9	8
41	40	6	46	6	1
42	41	3	44	6	4
43	41	2	43	10	7
44	41	5	46	10	1
45	41	3	44	7	2
46	42	8	50	6	8
47	44	9	53	8	5
48	44	9	53	8	6
49	45	4	49	5	3
50	46	10	56	7	4
51	46	1	47	7	7
52	47	10	57	9	7
53	48	3	51	7	5
54	49	10	59	7	8
55	53	10	63	5	5
56	56	4	60	5	6
57	56	7	63	5	8
58	57	1	58	5	1
59	60	2	62	7	1
60	62	5	67	5	5
