作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	2
2	0	10	10	10	2
3	0	10	10	7	4
4	0	0	0	8	2
5	0	0	0	7	5
6	6	2	8	6	2
7	6	1	7	7	4
8	7	4	11	5	8
9	7	9	16	9	7
10	10	9	19	10	6
11	10	1	11	10	3
12	10	2	12	5	4
13	10	6	16	7	2
14	11	1	12	8	5
15	11	4	15	9	6
16	11	6	17	6	2
17	12	6	18	5	5
18	15	1	16	8	8
19	15	6	21	9	1
20	15	9	24	9	7
21	16	5	21	6	3
22	16	4	20	6	1
23	16	9	25	10	5
24	16	4	20	6	8
25	17	8	25	9	2
26	20	9	29	6	5
27	20	7	27	10	2
28	20	4	24	6	4
29	24	2	26	5	3
30	24	2	26	5	6
31	25	10	35	9	8
32	26	5	31	10	7
33	26	7	33	10	2
34	26	10	36	7	6
35	27	6	33	6	4
36	29	10	39	5	8
37	29	6	35	5	8
38	31	6	37	5	6
39	33	4	37	5	7
40	33	9	42	6	6
41	36	6	42	7	4
42	36	8	44	10	3
43	36	2	38	10	2
44	37	5	42	8	2
45	38	9	47	9	6
46	38	10	48	10	3
47	42	9	51	9	1
48	42	1	43	8	7
49	44	1	45	6	4
50	45	6	51	8	1
51	47	8	55	8	2
52	51	6	57	10	6
53	51	9	60	8	6
54	51	2	53	5	2
55	55	10	65	7	2
56	57	8	65	6	4
57	57	2	59	7	4
58	59	9	68	8	6
59	60	4	64	10	4
60	65	8	73	6	6
