作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	6	4
2	0	9	9	10	5
3	0	3	3	7	8
4	0	0	0	7	8
5	0	0	0	5	7
6	4	3	7	9	2
7	4	1	5	5	6
8	5	4	9	7	3
9	5	4	9	7	6
10	9	1	10	9	8
11	9	1	10	7	8
12	9	2	11	5	6
13	10	1	11	8	3
14	11	6	17	5	8
15	11	2	13	5	8
16	11	1	12	6	6
17	12	7	19	6	3
18	13	2	15	8	2
19	15	5	20	6	1
20	17	7	24	5	2
21	17	9	26	5	7
22	19	9	28	6	2
23	19	1	20	5	5
24	19	9	28	5	7
25	20	10	30	7	2
26	20	8	28	9	8
27	20	4	24	7	4
28	20	9	29	5	1
29	20	7	27	7	5
30	24	4	28	7	5
31	27	3	30	10	4
32	28	10	38	9	4
33	29	8	37	10	3
34	29	1	30	7	4
35	30	3	33	9	8
36	30	4	34	7	3
37	33	8	41	9	2
38	37	6	43	9	8
39	37	5	42	8	2
40	37	10	47	6	5
41	42	1	43	9	7
42	43	1	44	8	8
43	47	3	50	10	2
44	47	6	53	10	7
45	53	4	57	5	2
46	53	1	54	8	1
47	53	4	57	9	7
48	57	10	67	10	6
49	57	4	61	7	6
50	57	1	58	8	7
51	61	8	69	7	6
52	61	10	71	7	2
53	67	8	75	8	1
54	67	5	72	8	5
55	67	7	74	6	4
56	72	5	77	5	8
57	75	9	84	6	8
58	75	1	76	8	6
59	76	10	86	9	8
60	76	10	86	7	5
