作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	4
2	0	4	4	10	8
3	0	4	4	10	3
4	0	0	0	7	3
5	0	0	0	5	3
6	4	8	12	8	1
7	4	7	11	8	1
8	4	6	10	5	8
9	4	1	5	6	2
10	4	8	12	10	3
11	5	7	12	9	5
12	10	7	17	9	6
13	11	3	14	6	4
14	11	5	16	5	8
15	11	8	19	5	7
16	12	5	17	8	2
17	12	4	16	9	3
18	12	8	20	8	8
19	12	4	16	5	1
20	16	9	25	7	4
21	17	9	26	8	6
22	17	9	26	7	6
23	19	5	24	9	6
24	19	5	24	6	6
25	19	7	26	8	4
26	24	10	34	7	7
27	24	3	27	6	8
28	24	10	34	9	4
29	25	7	32	6	1
30	25	2	27	5	4
31	26	7	33	6	8
32	26	6	32	5	5
33	26	7	33	8	7
34	26	6	32	6	3
35	27	2	29	7	6
36	29	2	31	6	8
37	31	1	32	10	6
38	32	9	41	10	3
39	32	6	38	6	8
40	33	7	40	9	1
41	34	5	39	8	5
42	38	6	44	6	5
43	38	5	43	10	3
44	40	7	47	5	5
45	41	8	49	6	3
46	41	9	50	9	4
47	43	1	44	7	5
48	43	2	45	7	5
49	45	3	48	8	8
50	45	1	46	5	6
51	46	1	47	7	4
52	47	4	51	10	6
53	47	2	49	8	6
54	49	4	53	5	6
55	50	10	60	8	8
56	50	9	59	10	7
57	51	8	59	9	3
58	53	10	63	6	5
59	59	7	66	7	5
60	60	2	62	10	7
