作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	5	8
2	0	4	4	6	7
3	0	2	2	7	7
4	0	0	0	5	2
5	0	0	0	10	3
6	2	1	3	9	5
7	2	4	6	9	7
8	2	3	5	10	5
9	3	10	13	9	1
10	3	3	6	8	4
11	3	1	4	8	1
12	4	1	5	10	8
13	4	5	9	5	4
14	4	7	11	7	7
15	4	1	5	9	3
16	5	3	8	9	8
17	5	8	13	5	3
18	5	10	15	5	1
19	6	4	10	9	8
20	6	4	10	5	2
21	10	6	16	5	2
22	11	8	19	8	6
23	11	7	18	5	3
24	13	8	21	8	4
25	13	5	18	10	7
26	15	9	24	8	7
27	16	4	20	10	8
28	18	3	21	6	1
29	18	4	22	10	2
30	19	1	20	9	6
31	19	3	22	10	5
32	20	5	25	8	6
33	21	8	29	9	8
34	21	1	22	9	3
35	22	1	23	7	6
36	22	3	25	7	8
37	22	9	31	6	5
38	25	4	29	10	4
39	25	2	27	6	8
40	27	10	37	7	6
41	27	9	36	6	6
42	29	4	33	6	5
43	31	4	35	6	1
44	33	4	37	7	7
45	36	10	46	9	1
46	36	1	37	5	8
47	37	4	41	7	8
48	37	2	39	6	5
49	39	5	44	5	4
50	41	3	44	8	5
51	44	3	47	8	6
52	44	5	49	7	1
53	44	9	53	7	1
54	47	6	53	8	1
55	47	3	50	5	4
56	49	6	55	10	4
57	53	8	61	6	2
58	53	5	58	7	2
59	55	4	59	7	3
60	55	6	61	9	4
