作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	6
2	0	8	8	9	7
3	0	7	7	10	2
4	0	0	0	9	1
5	0	0	0	6	7
6	6	2	8	5	5
7	7	5	12	6	5
8	7	1	8	10	3
9	7	10	17	10	2
10	8	5	13	7	1
11	8	10	18	7	8
12	8	6	14	5	5
13	8	3	11	7	6
14	8	4	12	7	7
15	11	2	13	10	7
16	12	3	15	10	1
17	12	7	19	8	1
18	12	7	19	5	5
19	13	8	21	8	5
20	13	8	21	6	2
21	14	6	20	10	3
22	17	4	21	6	3
23	17	6	23	8	3
24	17	8	25	6	2
25	18	10	28	6	6
26	19	10	29	7	4
27	19	4	23	6	1
28	21	5	26	5	5
29	21	10	31	9	1
30	21	3	24	8	1
31	21	4	25	8	1
32	23	9	32	9	1
33	23	5	28	8	1
34	23	4	27	5	1
35	25	10	35	5	7
36	25	5	30	8	3
37	25	5	30	9	6
38	25	7	32	10	2
39	26	1	27	7	2
40	27	2	29	5	7
41	27	7	34	8	3
42	28	9	37	8	6
43	29	4	33	9	5
44	30	8	38	9	8
45	31	4	35	7	1
46	33	9	42	9	1
47	34	3	37	8	5
48	34	1	35	8	2
49	35	10	45	8	8
50	37	10	47	9	2
51	38	10	48	5	4
52	42	5	47	8	5
53	42	4	46	10	8
54	46	1	47	6	7
55	46	2	48	8	1
56	47	8	55	9	8
57	47	7	54	5	8
58	47	9	56	8	4
59	48	4	52	7	8
60	54	7	61	7	2
