作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	10	4
2	0	8	8	9	7
3	0	0	0	5	1
4	0	0	0	6	4
5	1	10	11	5	4
6	1	1	2	7	8
7	1	10	11	7	7
8	1	4	5	8	4
9	5	8	13	9	8
10	5	1	6	9	8
11	5	6	11	8	1
12	8	7	15	9	8
13	8	7	15	10	4
14	11	10	21	6	5
15	15	5	20	7	6
16	15	1	16	7	1
17	15	9	24	8	2
18	16	2	18	6	4
19	16	3	19	8	3
20	18	1	19	8	4
21	18	5	23	8	8
22	19	10	29	6	3
23	19	2	21	8	7
24	20	7	27	5	4
25	21	7	28	8	2
26	21	1	22	9	6
27	22	7	29	10	7
28	22	4	26	9	6
29	24	5	29	5	8
30	26	2	28	5	3
31	27	10	37	6	5
32	27	6	33	5	5
33	29	9	38	7	1
34	29	8	37	7	3
35	29	5	34	6	1
36	29	7	36	7	3
37	29	5	34	6	3
38	33	5	38	7	7
39	34	2	36	8	3
40	34	9	43	9	8
41	34	8	42	8	4
42	36	8	44	5	8
43	36	6	42	6	7
44	37	8	45	5	6
45	38	8	46	8	7
46	42	2	44	6	3
47	42	2	44	6	3
48	44	4	48	9	1
49	44	6	50	6	8
50	50	6	56	6	3
51	50	10	60	5	3
52	50	9	59	10	8
53	59	2	61	6	3
54	61	10	71	7	5
55	61	3	64	6	2
56	61	6	67	7	4
57	64	6	70	7	1
58	64	1	65	5	6
59	65	7	72	7	2
60	67	3	70	9	2
