作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	1
2	0	3	3	9	1
3	0	5	5	5	2
4	0	0	0	8	5
5	0	0	0	5	2
6	3	6	9	5	6
7	3	4	7	9	3
8	5	4	9	9	3
9	8	2	10	6	7
10	8	9	17	7	1
11	8	2	10	5	4
12	9	1	10	8	8
13	9	2	11	6	1
14	10	2	12	7	8
15	10	3	13	6	2
16	11	3	14	6	2
17	11	10	21	6	2
18	11	7	18	8	2
19	11	4	15	5	3
20	12	7	19	8	6
21	13	10	23	6	1
22	13	10	23	10	1
23	15	2	17	7	1
24	17	9	26	9	5
25	17	6	23	5	7
26	18	9	27	7	1
27	19	7	26	9	8
28	21	4	25	5	6
29	23	6	29	8	4
30	26	2	28	5	6
31	26	4	30	6	1
32	26	9	35	5	3
33	26	1	27	7	7
34	27	7	34	10	8
35	27	7	34	9	5
36	29	5	34	9	3
37	29	8	37	7	5
38	30	8	38	6	3
39	30	4	34	5	8
40	34	5	39	9	4
41	34	3	37	5	5
42	34	9	43	5	5
43	35	4	39	9	2
44	37	6	43	7	3
45	39	5	44	5	6
46	43	10	53	9	1
47	43	2	45	8	3
48	43	7	50	10	5
49	43	8	51	5	8
50	45	7	52	8	1
51	45	5	50	8	4
52	50	9	59	10	3
53	51	6	57	6	6
54	52	1	53	8	7
55	52	6	58	7	4
56	53	6	59	6	1
57	57	8	65	10	2
58	59	4	63	10	4
59	59	4	63	5	5
60	63	9	72	10	8
