作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	8	5
2	0	5	5	5	6
3	0	2	2	5	1
4	0	0	0	8	5
5	0	0	0	8	5
6	2	3	5	9	3
7	2	7	9	10	4
8	3	2	5	9	1
9	3	4	7	7	8
10	5	8	13	7	6
11	5	9	14	10	8
12	5	3	8	5	4
13	7	1	8	9	7
14	7	9	16	9	1
15	8	1	9	5	7
16	8	4	12	8	8
17	9	10	19	9	6
18	12	5	17	10	2
19	14	1	15	7	7
20	14	1	15	8	5
21	14	7	21	6	5
22	15	9	24	8	5
23	16	9	25	7	7
24	17	7	24	8	8
25	19	1	20	7	3
26	19	7	26	10	5
27	20	2	22	8	6
28	21	7	28	8	2
29	24	8	32	8	1
30	24	10	34	6	2
31	25	9	34	10	8
32	26	2	28	8	7
33	26	1	27	9	6
34	27	1	28	8	1
35	28	4	32	6	6
36	28	6	34	8	7
37	28	5	33	6	7
38	32	10	42	9	7
39	33	10	43	10	4
40	34	8	42	6	3
41	34	5	39	8	7
42	39	2	41	7	4
43	39	10	49	5	4
44	41	10	51	5	8
45	42	3	45	8	5
46	42	5	47	6	6
47	43	9	52	6	2
48	45	4	49	9	5
49	45	1	46	5	5
50	47	5	52	5	8
51	49	8	57	7	3
52	49	1	50	5	7
53	51	2	53	5	4
54	52	4	56	7	1
55	52	7	59	8	6
56	57	3	60	6	3
57	59	7	66	10	3
58	59	6	65	7	4
59	59	6	65	7	4
60	60	8	68	8	1
