作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	3	7
2	0	9	9	7	3
3	0	9	9	1	9
4	1	9	10	10	2
5	1	6	7	5	8
6	3	5	8	8	6
7	3	3	6	8	2
8	3	1	4	9	8
9	3	9	12	5	4
10	4	5	9	4	6
11	4	5	9	2	1
12	4	1	5	5	1
13	4	3	7	5	6
14	5	7	12	2	4
15	6	5	11	10	1
16	6	2	8	1	9
17	7	8	15	8	9
18	8	10	18	7	8
19	8	5	13	6	1
20	9	2	11	10	8
21	10	10	20	10	5
22	10	7	17	6	9
23	10	1	11	4	7
24	13	7	20	5	2
25	13	7	20	8	2
26	14	9	23	10	10
27	15	4	19	7	8
28	16	8	24	4	5
29	16	4	20	7	7
30	16	5	21	4	1
31	17	10	27	2	2
32	17	3	20	3	4
33	19	8	27	10	2
34	19	7	26	3	5
35	19	8	27	6	6
36	19	2	21	8	4
37	20	10	30	9	9
38	20	1	21	5	9
39	21	8	29	5	3
40	22	5	27	10	7
41	22	3	25	3	10
42	22	6	28	6	6
43	22	9	31	5	6
44	23	5	28	7	6
45	23	10	33	7	9
46	23	6	29	10	9
47	24	2	26	10	8
48	24	3	27	2	7
49	25	7	32	2	6
50	25	10	35	1	8
51	25	6	31	2	7
52	26	5	31	8	4
53	26	9	35	7	9
54	26	2	28	6	9
55	26	10	36	6	1
56	27	4	31	4	9
57	27	7	34	3	7
58	27	7	34	5	1
59	28	7	35	1	9
60	28	9	37	4	6
