作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	5	7
2	0	2	2	6	5
3	0	0	0	5	5
4	0	0	0	8	2
5	2	10	12	10	8
6	2	8	10	8	1
7	10	6	16	10	8
8	12	1	13	8	4
9	13	7	20	8	5
10	16	7	23	7	4
11	16	7	23	5	6
12	20	1	21	8	3
13	23	1	24	8	5
14	23	2	25	10	7
15	24	7	31	7	7
16	25	7	32	5	2
17	31	4	35	5	6
18	32	5	37	5	7
19	35	5	40	8	4
20	37	10	47	8	5
21	40	3	43	6	7
22	47	2	49	10	5
23	47	4	51	7	4
24	49	10	59	7	7
25	51	8	59	5	7
26	59	9	68	6	1
27	59	1	60	9	4
28	60	7	67	9	4
29	67	4	71	5	7
30	67	10	77	10	6
