作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	7	3
2	0	4	4	5	6
3	0	3	3	10	3
4	0	0	0	7	6
5	0	0	0	7	2
6	3	10	13	10	6
7	4	8	12	9	8
8	13	4	17	8	1
9	13	9	22	10	6
10	22	9	31	8	8
11	22	3	25	6	6
12	22	5	27	6	8
13	25	1	26	6	2
14	31	9	40	8	5
15	31	5	36	5	2
16	36	5	41	9	1
17	36	9	45	6	5
18	36	9	45	8	4
19	40	2	42	10	7
20	40	6	46	8	6
21	45	4	49	6	5
22	46	4	50	6	2
23	46	4	50	5	4
24	50	2	52	8	2
25	50	7	57	6	7
26	52	10	62	7	3
27	57	9	66	9	8
28	57	1	58	5	1
29	58	8	66	7	4
30	66	8	74	10	8
