作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	4
2	0	3	3	10	2
3	0	5	5	7	3
4	0	0	0	5	7
5	0	0	0	10	7
6	3	8	11	7	1
7	5	10	15	9	7
8	7	3	10	9	5
9	10	3	13	6	3
10	10	7	17	6	1
11	15	6	21	8	2
12	15	7	22	5	3
13	15	6	21	6	3
14	15	4	19	10	3
15	17	2	19	9	8
16	19	9	28	9	4
17	19	5	24	10	3
18	22	6	28	9	5
19	28	5	33	5	5
20	28	7	35	7	3
21	28	8	36	8	6
22	35	1	36	6	4
23	35	6	41	7	7
24	36	10	46	8	2
25	41	1	42	5	7
26	41	5	46	7	6
27	42	7	49	5	3
28	46	2	48	10	2
29	46	5	51	5	5
30	49	7	56	5	5
