作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	7
2	0	9	9	9	6
3	0	0	0	6	4
4	0	0	0	6	3
5	7	6	13	10	5
6	9	4	13	8	1
7	13	6	19	5	5
8	13	5	18	9	4
9	13	7	20	10	2
10	20	7	27	7	3
11	20	10	30	5	8
12	30	3	33	9	3
13	33	9	42	10	3
14	33	9	42	9	8
15	42	8	50	6	5
16	42	9	51	7	8
17	51	3	54	7	4
18	51	8	59	6	1
19	59	3	62	6	4
20	59	4	63	9	8
21	63	8	71	5	5
22	63	7	70	10	8
23	71	9	80	8	4
24	71	9	80	9	6
25	80	6	86	9	8
26	80	4	84	8	3
27	86	6	92	6	4
28	86	1	87	9	1
29	87	8	95	10	5
30	92	7	99	8	4
