作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	7	3
2	0	10	10	8	4
3	0	10	10	9	3
4	0	0	0	7	1
5	0	0	0	8	1
6	10	5	15	9	1
7	10	9	19	6	5
8	15	3	18	8	4
9	15	2	17	5	2
10	15	7	22	10	4
11	19	7	26	6	2
12	19	3	22	6	7
13	19	2	21	5	5
14	21	7	28	5	2
15	22	7	29	7	2
16	22	2	24	10	8
17	24	9	33	6	2
18	28	7	35	5	1
19	29	9	38	8	1
20	29	6	35	8	7
21	35	5	40	5	6
22	35	3	38	6	1
23	38	5	43	6	3
24	38	7	45	8	3
25	43	4	47	10	2
26	45	6	51	10	5
27	47	10	57	8	4
28	51	10	61	5	5
29	51	6	57	6	5
30	57	3	60	6	1
