作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	9	2
2	0	3	3	10	7
3	0	0	0	6	7
4	0	0	0	8	4
5	1	7	8	6	2
6	3	7	10	5	2
7	3	5	8	10	8
8	10	9	19	8	8
9	10	9	19	6	1
10	19	3	22	9	6
11	19	10	29	10	8
12	22	7	29	6	8
13	22	9	31	5	2
14	29	9	38	10	6
15	31	6	37	6	7
16	37	8	45	8	7
17	38	5	43	9	5
18	38	5	43	9	3
19	43	5	48	10	5
20	45	10	55	7	1
21	48	9	57	6	8
22	55	7	62	10	2
23	57	7	64	6	2
24	64	1	65	10	5
25	64	6	70	7	4
26	65	5	70	6	5
27	70	3	73	5	8
28	73	5	78	6	4
29	73	8	81	8	6
30	81	3	84	9	6
