作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	7	1
2	0	10	10	5	4
3	0	9	9	6	6
4	0	0	0	8	2
5	0	0	0	6	1
6	5	7	12	7	5
7	9	8	17	5	5
8	9	3	12	8	3
9	10	1	11	5	8
10	10	6	16	7	7
11	10	1	11	5	3
12	11	2	13	5	6
13	12	9	21	5	8
14	13	10	23	7	6
15	16	8	24	8	4
16	16	10	26	5	4
17	16	5	21	10	7
18	21	3	24	5	3
19	21	8	29	5	6
20	23	5	28	7	3
21	24	3	27	9	2
22	24	9	33	7	5
23	29	10	39	9	7
24	33	1	34	6	2
25	34	6	40	5	6
26	34	8	42	7	5
27	39	10	49	7	6
28	40	9	49	10	3
29	42	3	45	7	7
30	49	7	56	8	2
