作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	7	1
2	0	10	10	6	8
3	0	7	7	10	7
4	0	0	0	5	7
5	0	0	0	9	6
6	5	5	10	10	8
7	7	6	13	10	2
8	7	7	14	8	4
9	10	6	16	6	1
10	13	8	21	8	2
11	14	1	15	10	3
12	14	8	22	8	8
13	15	6	21	5	8
14	21	4	25	10	8
15	22	4	26	9	4
16	22	8	30	7	5
17	22	9	31	9	4
18	26	7	33	6	2
19	30	8	38	10	6
20	30	8	38	7	6
21	31	6	37	5	5
22	31	2	33	5	5
23	33	3	36	8	3
24	36	9	45	7	7
25	38	6	44	8	7
26	45	2	47	6	4
27	45	10	55	9	6
28	55	3	58	5	6
29	55	6	61	7	4
30	58	10	68	8	3
