作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	6	1
2	0	0	0	8	7
3	0	0	0	6	5
4	5	7	12	6	8
5	5	7	12	5	2
6	12	4	16	10	1
7	12	4	16	6	5
8	16	3	19	6	7
9	19	5	24	6	4
10	19	4	23	5	4
11	23	2	25	8	1
12	24	7	31	8	6
13	24	4	28	5	6
14	25	5	30	9	8
15	28	3	31	8	1
16	31	3	34	5	6
17	31	10	41	9	8
18	34	7	41	8	7
19	41	2	43	5	8
20	41	2	43	9	6
21	43	6	49	6	6
22	43	2	45	9	2
23	49	3	52	10	3
24	49	7	56	10	5
25	49	6	55	7	6
26	56	6	62	5	5
27	62	4	66	7	1
28	62	1	63	8	5
29	63	2	65	5	5
30	65	1	66	7	8
