作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	5
2	0	1	1	6	1
3	0	0	0	9	5
4	0	0	0	10	6
5	1	9	10	8	1
6	1	7	8	10	3
7	8	3	11	7	7
8	8	3	11	8	1
9	8	2	10	10	7
10	10	4	14	5	8
11	10	9	19	6	7
12	11	10	21	6	3
13	14	3	17	10	2
14	17	9	26	7	8
15	17	10	27	9	3
16	19	1	20	6	2
17	21	1	22	10	5
18	21	1	22	6	5
19	22	4	26	10	8
20	26	10	36	7	6
21	26	2	28	10	3
22	26	10	36	10	3
23	27	5	32	8	5
24	28	8	36	5	8
25	32	3	35	9	2
26	36	2	38	10	8
27	36	8	44	8	4
28	36	6	42	7	3
29	38	5	43	9	2
30	43	10	53	8	1
