作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	10	3
2	0	6	6	5	5
3	0	0	0	5	5
4	0	0	0	5	7
5	6	1	7	10	8
6	6	2	8	6	4
7	7	4	11	5	8
8	7	10	17	8	2
9	8	1	9	10	2
10	8	4	12	7	6
11	8	2	10	10	3
12	10	2	12	8	3
13	10	3	13	5	6
14	10	2	12	6	3
15	10	1	11	10	2
16	11	4	15	5	3
17	12	10	22	10	1
18	12	9	21	7	3
19	12	8	20	7	5
20	15	4	19	7	1
21	15	10	25	7	3
22	17	1	18	5	1
23	18	10	28	5	1
24	21	7	28	6	4
25	22	2	24	5	7
26	24	8	32	10	5
27	28	1	29	6	1
28	28	7	35	7	4
29	29	10	39	10	5
30	32	4	36	7	3
