作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	4
2	0	9	9	10	4
3	0	9	9	5	3
4	0	0	0	6	8
5	0	0	0	6	7
6	8	2	10	10	8
7	8	6	14	7	7
8	8	6	14	6	6
9	9	6	15	10	1
10	9	2	11	6	6
11	9	1	10	6	6
12	11	1	12	9	6
13	14	4	18	8	5
14	14	7	21	10	7
15	15	5	20	7	4
16	20	10	30	6	7
17	20	5	25	8	2
18	21	8	29	7	5
19	21	10	31	8	5
20	25	7	32	10	3
21	31	7	38	5	2
22	31	10	41	9	4
23	32	1	33	6	6
24	32	8	40	6	7
25	38	9	47	10	2
26	41	6	47	9	3
27	41	10	51	8	5
28	47	8	55	6	8
29	51	10	61	8	1
30	51	1	52	8	4
