作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	8
2	0	0	0	5	6
3	0	0	0	5	6
4	8	10	18	8	7
5	8	6	14	5	5
6	14	2	16	10	1
7	16	5	21	10	8
8	18	10	28	5	6
9	21	6	27	10	7
10	27	6	33	5	5
11	28	4	32	7	7
12	33	6	39	7	6
13	33	3	36	10	8
14	36	7	43	10	6
15	43	9	52	10	3
16	43	6	49	9	1
17	49	2	51	7	1
18	51	1	52	7	5
19	51	8	59	6	8
20	52	7	59	7	3
21	59	3	62	6	7
22	62	1	63	10	8
23	62	4	66	9	3
24	66	5	71	8	6
25	66	6	72	9	6
26	71	4	75	9	3
27	72	4	76	10	2
28	75	6	81	7	8
29	81	3	84	6	6
30	81	6	87	10	2
