作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	9	2
2	0	3	3	8	7
3	0	10	10	6	2
4	0	0	0	10	6
5	0	0	0	8	8
6	3	7	10	9	3
7	3	5	8	7	8
8	7	4	11	6	1
9	7	10	17	6	7
10	7	5	12	6	4
11	8	5	13	10	5
12	10	2	12	10	1
13	10	8	18	8	5
14	10	9	19	9	7
15	12	8	20	5	4
16	13	10	23	7	2
17	17	6	23	6	1
18	19	5	24	5	3
19	19	10	29	5	5
20	19	7	26	10	6
21	24	9	33	10	8
22	24	3	27	8	4
23	24	7	31	7	1
24	26	6	32	8	2
25	26	5	31	7	7
26	27	8	35	9	2
27	29	9	38	10	6
28	31	8	39	7	1
29	35	4	39	10	6
30	38	4	42	9	1
