作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	3
2	0	0	0	6	5
3	0	0	0	5	8
4	8	4	12	8	2
5	8	10	18	7	1
6	12	9	21	6	2
7	18	4	22	6	4
8	21	5	26	5	6
9	22	3	25	5	6
10	22	3	25	9	5
11	25	10	35	7	4
12	25	10	35	8	7
13	26	2	28	8	4
14	35	3	38	10	8
15	35	9	44	6	4
16	38	7	45	6	7
17	38	10	48	10	1
18	44	3	47	7	3
19	47	2	49	10	5
20	48	7	55	6	1
21	49	2	51	7	3
22	51	4	55	6	1
23	55	5	60	5	2
24	55	8	63	7	5
25	63	5	68	6	8
26	63	6	69	5	3
27	68	2	70	5	8
28	69	8	77	10	8
29	70	7	77	5	8
30	70	2	72	7	8
