作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	1
2	0	0	0	5	2
3	0	0	0	7	5
4	9	3	12	6	2
5	9	5	14	9	7
6	14	8	22	8	3
7	14	9	23	8	2
8	22	1	23	9	7
9	22	3	25	10	7
10	23	8	31	7	6
11	23	10	33	9	1
12	25	1	26	9	7
13	25	10	35	5	3
14	25	6	31	8	3
15	33	9	42	9	7
16	35	1	36	9	4
17	35	8	43	6	5
18	36	1	37	7	4
19	43	8	51	9	1
20	51	2	53	9	6
21	51	4	55	9	2
22	53	5	58	6	6
23	53	7	60	10	8
24	55	6	61	6	1
25	58	4	62	7	3
26	60	7	67	9	1
27	67	10	77	5	2
28	67	7	74	6	4
29	74	9	83	6	4
30	77	9	86	7	7
