作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	5	1
2	0	10	10	5	6
3	0	2	2	6	1
4	0	0	0	9	3
5	0	0	0	7	8
6	2	4	6	9	3
7	6	2	8	6	8
8	6	7	13	10	1
9	8	10	18	7	6
10	10	2	12	10	2
11	10	5	15	6	5
12	10	5	15	8	4
13	10	8	18	5	4
14	15	6	21	6	5
15	18	8	26	6	6
16	18	10	28	5	2
17	18	8	26	5	5
18	18	6	24	10	7
19	24	1	25	10	1
20	26	4	30	6	8
21	26	7	33	10	6
22	28	8	36	8	1
23	33	3	36	8	4
24	33	2	35	9	5
25	35	6	41	9	8
26	36	10	46	7	7
27	41	3	44	8	2
28	44	10	54	9	5
29	46	9	55	5	6
30	55	7	62	10	6
