作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	7	2
2	0	6	6	10	7
3	0	0	0	8	3
4	0	0	0	9	6
5	1	4	5	6	4
6	5	8	13	7	2
7	6	8	14	7	8
8	13	1	14	8	6
9	14	1	15	9	4
10	14	5	19	10	5
11	14	9	23	6	5
12	15	3	18	6	3
13	18	7	25	7	6
14	23	8	31	9	7
15	25	4	29	7	8
16	29	6	35	5	3
17	31	1	32	7	5
18	32	2	34	8	3
19	35	10	45	10	7
20	35	1	36	9	2
21	36	2	38	9	1
22	38	3	41	10	5
23	38	3	41	7	1
24	41	8	49	10	4
25	45	6	51	8	4
26	51	6	57	5	3
27	57	2	59	5	2
28	59	7	66	10	4
29	66	2	68	8	1
30	66	10	76	10	2
