作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	4
2	0	9	9	5	6
3	0	7	7	6	8
4	0	0	0	9	8
5	0	0	0	6	3
6	7	5	12	10	7
7	7	9	16	7	2
8	9	9	18	5	1
9	12	3	15	6	1
10	15	5	20	8	7
11	15	1	16	6	3
12	16	8	24	8	4
13	16	7	23	10	6
14	18	2	20	7	6
15	20	2	22	10	5
16	23	4	27	10	3
17	23	5	28	6	8
18	24	2	26	7	3
19	26	9	35	6	6
20	27	8	35	8	3
21	28	10	38	7	1
22	35	5	40	10	1
23	35	7	42	9	1
24	35	4	39	10	5
25	38	2	40	8	4
26	39	9	48	10	7
27	40	1	41	5	4
28	40	10	50	6	3
29	41	4	45	10	1
30	45	8	53	10	4
