作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	4
2	0	7	7	6	4
3	0	10	10	10	3
4	0	0	0	6	2
5	0	0	0	7	6
6	7	3	10	7	2
7	7	7	14	9	5
8	7	5	12	6	6
9	10	3	13	5	8
10	10	10	20	10	2
11	13	5	18	10	3
12	13	1	14	10	8
13	14	9	23	8	3
14	14	9	23	5	4
15	14	8	22	9	3
16	18	9	27	10	4
17	20	9	29	9	3
18	22	8	30	6	2
19	23	10	33	9	5
20	23	3	26	7	6
21	27	7	34	10	8
22	29	8	37	9	7
23	29	5	34	10	8
24	33	2	35	6	6
25	34	10	44	9	8
26	34	3	37	5	5
27	37	10	47	6	4
28	37	7	44	7	4
29	37	4	41	8	5
30	44	6	50	9	8
