作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	5	4
2	0	10	10	5	5
3	0	2	2	10	4
4	0	0	0	8	4
5	0	0	0	9	1
6	4	6	10	10	2
7	10	5	15	6	5
8	10	10	20	5	4
9	10	7	17	5	3
10	10	5	15	7	5
11	15	3	18	9	2
12	15	2	17	8	4
13	15	4	19	7	6
14	17	1	18	9	3
15	17	7	24	6	1
16	18	3	21	6	8
17	18	8	26	8	6
18	18	2	20	6	5
19	19	8	27	9	5
20	20	6	26	6	5
21	21	8	29	6	7
22	27	3	30	6	4
23	27	8	35	5	7
24	27	3	30	8	8
25	30	8	38	7	2
26	35	1	36	7	8
27	36	1	37	10	7
28	38	3	41	9	2
29	41	2	43	5	6
30	41	8	49	5	4
