作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	4
2	0	8	8	9	5
3	0	0	0	6	7
4	0	0	0	10	8
5	8	6	14	6	6
6	8	2	10	7	1
7	10	10	20	9	4
8	14	3	17	8	5
9	14	5	19	8	7
10	19	7	26	10	4
11	19	8	27	10	5
12	20	3	23	8	4
13	20	5	25	9	6
14	25	10	35	10	6
15	26	6	32	5	1
16	27	5	32	7	6
17	32	10	42	10	4
18	32	3	35	6	3
19	35	5	40	8	6
20	35	7	42	10	6
21	42	9	51	7	2
22	42	2	44	9	5
23	42	1	43	5	5
24	42	10	52	6	8
25	43	6	49	5	1
26	49	9	58	8	5
27	52	9	61	10	6
28	58	8	66	8	4
29	61	7	68	10	3
30	66	8	74	5	2
