作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	5	1
2	0	6	6	6	2
3	0	0	0	7	3
4	0	0	0	10	8
5	6	3	9	6	1
6	10	4	14	7	7
7	10	6	16	8	6
8	10	9	19	10	2
9	14	1	15	10	1
10	19	5	24	10	6
11	19	6	25	9	6
12	19	5	24	9	1
13	24	8	32	7	8
14	25	7	32	8	6
15	25	8	33	7	7
16	33	5	38	7	6
17	33	8	41	8	4
18	33	2	35	6	6
19	35	7	42	8	7
20	38	3	41	5	7
21	41	2	43	7	8
22	41	10	51	9	2
23	41	7	48	10	5
24	42	1	43	7	7
25	43	4	47	5	5
26	51	8	59	10	3
27	51	7	58	6	6
28	58	8	66	6	1
29	59	10	69	7	1
30	69	4	73	10	3
