作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	4
2	0	3	3	5	2
3	0	5	5	8	2
4	0	0	0	10	5
5	0	0	0	5	4
6	3	8	11	8	4
7	5	10	15	8	1
8	7	3	10	5	2
9	10	3	13	9	4
10	10	7	17	9	3
11	15	6	21	9	5
12	15	7	22	9	1
13	15	6	21	6	1
14	15	4	19	10	6
15	17	2	19	5	6
16	19	9	28	7	8
17	19	5	24	9	8
18	22	6	28	10	2
19	28	5	33	10	5
20	28	7	35	7	3
21	28	8	36	10	3
22	35	1	36	5	2
23	35	6	41	6	1
24	36	10	46	8	7
25	41	1	42	10	1
26	41	5	46	7	3
27	42	7	49	9	8
28	46	2	48	9	7
29	46	5	51	7	4
30	49	7	56	10	8
