作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	5	8
2	0	9	9	8	3
3	0	0	0	10	6
4	0	0	0	9	7
5	9	1	10	5	6
6	9	4	13	9	2
7	13	1	14	6	4
8	14	4	18	5	1
9	14	6	20	8	2
10	14	9	23	6	3
11	20	9	29	8	2
12	20	7	27	10	1
13	23	2	25	6	6
14	27	1	28	10	1
15	28	3	31	7	3
16	28	3	31	8	2
17	29	7	36	7	2
18	31	3	34	9	8
19	36	2	38	7	4
20	38	3	41	6	5
21	41	8	49	7	2
22	41	10	51	6	4
23	41	6	47	6	4
24	49	6	55	10	8
25	51	6	57	10	3
26	57	3	60	5	6
27	57	6	63	10	5
28	63	7	70	7	1
29	63	4	67	7	1
30	67	1	68	7	7
