作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	4
2	0	3	3	8	1
3	0	8	8	9	5
4	0	0	0	8	1
5	0	0	0	10	5
6	5	4	9	8	5
7	8	10	18	5	8
8	8	2	10	6	5
9	9	7	16	10	4
10	10	7	17	9	8
11	16	6	22	7	7
12	16	3	19	7	6
13	19	3	22	9	1
14	19	1	20	5	1
15	20	7	27	7	2
16	22	8	30	10	5
17	22	10	32	10	2
18	27	1	28	7	7
19	28	4	32	10	5
20	30	7	37	6	8
21	30	6	36	7	4
22	32	4	36	7	2
23	32	5	37	5	7
24	36	8	44	10	6
25	37	9	46	6	3
26	37	10	47	7	7
27	44	3	47	7	2
28	46	10	56	10	7
29	47	10	57	8	7
30	47	1	48	10	5
