作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	6
2	0	3	3	5	3
3	0	8	8	8	3
4	0	0	0	10	2
5	0	0	0	5	1
6	3	4	7	10	4
7	3	9	12	9	1
8	6	4	10	8	4
9	8	5	13	5	7
10	10	4	14	7	4
11	10	10	20	5	6
12	12	8	20	8	4
13	13	1	14	7	4
14	13	7	20	10	6
15	14	3	17	8	2
16	14	6	20	6	6
17	17	5	22	5	3
18	20	5	25	6	8
19	20	1	21	8	1
20	20	5	25	7	1
21	25	10	35	5	3
22	25	1	26	5	4
23	25	10	35	8	1
24	26	3	29	10	6
25	35	9	44	8	7
26	35	1	36	10	5
27	35	1	36	9	5
28	35	10	45	8	3
29	36	7	43	9	4
30	36	1	37	10	5
